ID,Statement,Subject,Context,Difficulty,AgeRange,Mathematics,OriginalActivity
matematica_parabéns! você montou seu primeiro look completo no roblox! agora vamos ver quanto dinheiro sobrou._ro4aut_1757769156190,"Parabéns! Você montou seu primeiro look completo no Roblox! Agora vamos ver quanto dinheiro sobrou. Depois de gastar 45 Robux dos seus 50 Robux iniciais, quantos sobraram?",matematica,Parabéns! Você montou seu primeiro look completo no Roblox! Agora vamos ver quanto dinheiro sobrou.,Fácil,6-8,calculo,Loja do Roblox - Nível 2
matematica_você entrou na loja de pets do roblox! tem 150 robux para adotar bichinhos fofinhos._s87jaq_1757769156190,"Você entrou na loja de pets do Roblox! Tem 150 Robux para adotar bichinhos fofinhos. Compre um cachorro (45 Robux) e um gato (38 Robux). Quanto você gastará?",matematica,Você entrou na loja de pets do Roblox! Tem 150 Robux para adotar bichinhos fofinhos.,Médio,6-8,calculo,Loja do Roblox - Nível 2
matematica_seus pets estão adorando brincar juntos! agora você quer adicionar um coelho para completar a família._2lfmpp_1757769156190,"Seus pets estão adorando brincar juntos! Agora você quer adicionar um coelho para completar a família. Adicione o coelho (32 Robux) aos seus pets. Quanto você terá gasto no total?",matematica,Seus pets estão adorando brincar juntos! Agora você quer adicionar um coelho para completar a família.,Médio,6-8,N/A,Loja do Roblox - Nível 2
matematica_você quer saber se ainda tem dinheiro para comprar comida e brinquedos para seus pets._a6th0d_1757769156190,"Você quer saber se ainda tem dinheiro para comprar comida e brinquedos para seus pets. Dos seus 150 Robux iniciais, quantos sobraram após gastar 115?",matematica,Você quer saber se ainda tem dinheiro para comprar comida e brinquedos para seus pets.,Médio,6-8,calculo,Loja do Roblox - Nível 2
matematica_seus pets estão com fome! você decidiu comprar comida premium para eles._6zy3hd_1757769156191,"Seus pets estão com fome! Você decidiu comprar comida premium para eles. Adicione a comida premium (35 Robux). Quanto você terá gasto no total?",matematica,Seus pets estão com fome! Você decidiu comprar comida premium para eles.,Médio,6-8,N/A,Loja do Roblox - Nível 2
matematica_incrível! você gastou exatamente todos os seus robux cuidando bem dos seus pets!_sp3wuo_1757769156191,"Incrível! Você gastou exatamente todos os seus Robux cuidando bem dos seus pets! Depois de gastar 150 Robux dos seus 150 Robux iniciais, quantos sobraram?",matematica,Incrível! Você gastou exatamente todos os seus Robux cuidando bem dos seus pets!,Médio,6-8,calculo,Loja do Roblox - Nível 2
matematica_você chegou no parque de diversões do roblox! tem 200 robux para se divertir o dia todo._bbe5sx_1757769156191,"Você chegou no parque de diversões do Roblox! Tem 200 Robux para se divertir o dia todo. Compre o ingresso do parque (85 Robux) e um lanche (67 Robux). Quanto você gastará?",matematica,Você chegou no parque de diversões do Roblox! Tem 200 Robux para se divertir o dia todo.,Avançado,6-8,calculo,Loja do Roblox - Nível 2
matematica_depois do lanche, você quer andar na montanha-russa! mas primeiro precisa de um refrigerante para se refrescar._tr9j51_1757769156191,"Depois do lanche, você quer andar na montanha-russa! Mas primeiro precisa de um refrigerante para se refrescar. Adicione um refrigerante (25 Robux). Quanto você terá gasto no total?",matematica,Depois do lanche, você quer andar na montanha-russa! Mas primeiro precisa de um refrigerante para se refrescar.,Avançado,6-8,subtração,Loja do Roblox - Nível 2
matematica_agora você quer saber se ainda tem dinheiro suficiente para comprar souvenirs na saída._5m3tx5_1757769156191,"Agora você quer saber se ainda tem dinheiro suficiente para comprar souvenirs na saída. Dos seus 200 Robux iniciais, quantos sobraram depois de gastar 177?",matematica,Agora você quer saber se ainda tem dinheiro suficiente para comprar souvenirs na saída.,Avançado,6-8,calculo,Loja do Roblox - Nível 2
matematica_legal! você ainda tem dinheiro para comprar um imã de lembrança do parque._a9hurv_1757769156191,"Legal! Você ainda tem dinheiro para comprar um imã de lembrança do parque. Adicione o imã (23 Robux) às suas compras. Quanto você terá gasto no total?",matematica,Legal! Você ainda tem dinheiro para comprar um imã de lembrança do parque.,Avançado,6-8,N/A,Loja do Roblox - Nível 2
matematica_perfeito! você aproveitou o parque ao máximo e gastou exatamente todo o seu dinheiro!_comt29_1757769156191,"Perfeito! Você aproveitou o parque ao máximo e gastou exatamente todo o seu dinheiro! Depois de gastar 200 Robux dos seus 200 Robux iniciais, quantos sobraram?",matematica,Perfeito! Você aproveitou o parque ao máximo e gastou exatamente todo o seu dinheiro!,Avançado,6-8,calculo,Loja do Roblox - Nível 2
matematica_mathematics_xi94cq_1757769156191,">{budget}</span></p>} <p>📊 Soma Atual: <span className={`font-bold text-2xl px-3 py-1 rounded-full ${currentSum > (budget || Infinity) ?",matematica,mathematics,medium,6-8,subtração,Construtor Minecraft
matematica_general_6qb619_1757769156191,": currentSum === question.target ?",matematica,general,medium,6-8,N/A,Construtor Minecraft
matematica_general_3vwsh6_1757769156191,"}`}>{currentSum}</span></p> </div> {feedback && <p className={`mt-4 p-3 rounded-lg font-semibold ${isComplete ?",matematica,general,medium,6-8,subtração,Construtor Minecraft
matematica_general_kmr3xb_1757769156191,"style={{backgroundColor: cell ? cell.color :",matematica,general,medium,6-8,N/A,Construtor Minecraft
matematica_toys_1mjqn4_1757769156191,"João tem 3 carros de brinquedo no Roblox e ganhou mais 2. Quantos carros ele tem agora?",matematica,toys,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_gbbizi_1757769156191,"Maria tinha 8 doces e comeu 3. Quantos doces sobraram?",matematica,general,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_klrc9a_1757769156191,"Pedro viu 6 vídeos do Diário do Bananinha e sua irmã viu mais 4. Quantos vídeos eles viram juntos?",matematica,general,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_3oa4u4_1757769156191,"Ana tinha 9 pipas e 4 voaram no vento. Quantas pipas ficaram?",matematica,general,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_fb3gbd_1757769156191,"Lucas tem 5 tênis e ganhou 3 novos. Quantos tênis ele possui agora?",matematica,general,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_home_7wipgo_1757769156191,"Julia construiu 12 casas no Minecraft e destruiu 5. Quantas casas restaram?",matematica,home,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_toys_m07k5f_1757769156191,"Carlos coleciona 15 carros de brinquedo e ganhou 8 novos na festa. Quantos carros ele tem?",matematica,toys,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_r023vs_1757769156191,"Beatriz tinha 20 doces de aniversário e distribuiu 12. Quantos doces sobraram?",matematica,general,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_nbt9qc_1757769156191,"Roberto assistiu 18 vídeos de motos no YouTube e sua mãe deixou ele ver mais 7. Quantos vídeos no total?",matematica,general,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_vehicles_90cev3_1757769156191,"Livia tinha 25 bicicletas no jogo e perdeu 9 na competição. Quantas bicicletas restaram?",matematica,vehicles,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_js0fip_1757769156191,"Gabriel coleta 125 moedas no Roblox e gastou 78 numa skin. Quantas moedas sobraram?",matematica,general,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_sqgwsy_1757769156191,"Sofia juntou 89 diamantes no Minecraft com mais 156 que achou. Quantos diamantes ela tem?",matematica,general,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_3be6su_1757769156191,"Mateus tinha 200 seguidores e 45 pararam de seguir. Quantos seguidores ficaram?",matematica,general,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_mif0w9_1757769156191,"Isadora dormiu 8 horas na segunda e 9 horas na terça. Quantas horas dormiu no total?",matematica,general,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_ym4v5d_1757769156191,"Diego tinha 350 blocos no Minecraft e usou 127 para construir. Quantos blocos sobraram?",matematica,general,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_r3nf3e_1757769156191,"Carolina tem 4 grupos de amigos no Roblox. Cada grupo tem 6 pessoas. Quantas pessoas no total?",matematica,general,easy,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_k6swn0_1757769156191,"Vitor colecionou 35 cartas Pokémon e deu 12 para o amigo. Quantas cartas ficaram?",matematica,general,easy,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_f4i84x_1757769156191,"Laura comprou 3 pacotes de doces. Cada pacote tem 8 doces. Quantos doces no total?",matematica,general,easy,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_j62llv_1757769156191,"Rafael tinha 45 tênis de coleção e comprou mais 18. Quantos tênis ele possui agora?",matematica,general,easy,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_nv7c1k_1757769156191,"Camila assiste 5 influencers diferentes. Cada um posta 7 vídeos por semana. Quantos vídeos por semana?",matematica,general,easy,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_toys_mb6di9_1757769156191,"Artur tem 6 motos virtuais no jogo. Cada moto custa 15 moedas. Quanto gastou no total?",matematica,toys,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_huvq3i_1757769156191,"Juliana tinha 80 seguidores no TikTok e ganhou 25 novos. Quantos seguidores tem agora?",matematica,general,medium,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_61vah3_1757769156192,"Guilherme tinha 120 blocos no Minecraft e usou 65 numa construção. Quantos blocos restam?",matematica,general,medium,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_toys_gk4vv5_1757769156192,"Alice coleta 12 itens por fase do jogo. Ela passou 8 fases. Quantos itens coletou?",matematica,toys,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_cqtief_1757769156192,"Bruno dormiu 9 horas na sexta e 11 horas no sábado. Quantas horas dormiu no fim de semana?",matematica,general,medium,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_kkdxai_1757769156192,"Leticia comprou 4 pares de tênis novos. Cada par custou 25 reais. Quanto gastou no total?",matematica,general,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_z1vppm_1757769156192,"Ricardo tinha 150 moedas no Roblox e comprou um carro por 89 moedas. Quantas moedas sobraram?",matematica,general,medium,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_3imhk3_1757769156192,"Mariana empinou 7 pipas ontem e 12 pipas hoje. Quantas pipas empinou no total?",matematica,general,medium,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_vehicles_k7kk9f_1757769156192,"Pedro tem 9 bicicletas de coleção. Cada bicicleta tem 2 rodas. Quantas rodas no total?",matematica,vehicles,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_rgtpbu_1757769156192,"Sara tinha 95 doces de Halloween e comeu 28. Quantos doces ainda tem?",matematica,general,medium,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_r6hefx_1757769156192,"João assiste 8 influencers. Cada um faz 12 vídeos por mês. Quantos vídeos por mês no total?",matematica,general,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_home_ptpfg6_1757769156192,"Valentina construiu 75 casas no Minecraft e destruiu 23. Quantas casas restaram?",matematica,home,medium,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_toys_6ik8ij_1757769156192,"Thago colecionou 45 carros de brinquedo e ganhou 37 no aniversário. Quantos carros tem agora?",matematica,toys,medium,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_gxnchq_1757769156192,"Beatriz dorme 11 horas por noite. Em 6 noites, quantas horas dormiu?",matematica,general,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_f6yoqu_1757769156192,"Gabriel tinha 200 seguidores e perdeu 45. Quantos seguidores ficaram?",matematica,general,medium,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_o10bb5_1757769156192,"Luca dividiu 24 doces igualmente entre 6 amigos. Quantos doces cada amigo recebeu?",matematica,general,medium,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_jfhgvo_1757769156192,"Sofia tem 7 grupos de seguidores. Cada grupo tem 45 pessoas. Quantos seguidores no total?",matematica,general,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_31tbp0_1757769156192,"Daniel tinha 180 blocos no Minecraft e comprou mais 95. Quantos blocos tem agora?",matematica,general,medium,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_i8b19g_1757769156192,"Isabella queria repartir 36 tênis da coleção em 9 caixas iguais. Quantos tênis em cada caixa?",matematica,general,medium,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_31w6ab_1757769156192,"Matheus tinha 250 moedas no Roblox e gastou 89 numa skin. Quantas moedas restaram?",matematica,general,medium,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_kexaz7_1757769156192,"Ana Julia tem 72 doces e quer dividir igualmente entre 12 crianças. Quantos doces cada uma vai receber?",matematica,general,medium,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_8p4kdy_1757769156192,"Fernando coleciona motos. Ele tem 15 motos clássicas e comprou 28 motos modernas. Quantas motos tem no total?",matematica,general,medium,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_trclaa_1757769156192,"Caroline assiste o Diário do Bananinha 3 vezes por semana durante 8 semanas. Quantos episódios assistiu?",matematica,general,medium,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_90ydo3_1757769156192,"Roberto tinha 300 seguidores no YouTube e perdeu 125 porque ficou sem postar. Quantos seguidores ficaram?",matematica,general,medium,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_sazpst_1757769156192,"Maria tem 60 pipas para repartir igualmente entre 5 amigas. Quantas pipas cada amiga vai receber?",matematica,general,medium,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_ogjhf4_1757769156192,"Lucas joga Roblox há 3 anos e coleciona skins. Ele tem 24 skins raras e 18 skins comuns. Quantas skins ele possui no total?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_ka8c_1757769156192,"Sofia construiu uma cidade no Minecraft com 156 blocos. Durante uma explosão, ela perdeu 67 blocos. Quantos blocos sobraram na construção?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_o8p0b3_1757769156192,"Pedro assiste 6 YouTubers diferentes. Cada um posta 4 vídeos por semana. Quantos vídeos Pedro pode assistir semanalmente?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_838duh_1757769156192,"Ana comprou 84 cartas Pokémon e quer organizar em grupos de 12 cartas cada. Quantos grupos completos ela conseguirá formar?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_1svc0c_1757769156192,"Mateus coleciona tênis há 2 anos. Começou com 15 pares e a cada mês comprava 3 pares novos. Quantos pares possui após 8 meses?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_dck55q_1757769156192,"Giulia tinha 145 moedas no Roblox. Comprou uma skin por 89 moedas e depois ganhou 56 moedas numa competição. Quantas moedas ela tem agora?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_home_ijob59_1757769156192,"Roberto construiu 3 casas no Minecraft. A primeira usou 78 blocos, a segunda 92 blocos, a terceira 65 blocos. Quantos blocos ele usou no total?",matematica,home,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_k874ug_1757769156192,"Marina comprou 5 pacotes de figurinhas com 12 figurinhas cada. Ela já tinha 38 figurinhas. Quantas figurinhas possui agora?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_15pdjg_1757769156192,"Diego tinha 240 seguidores no TikTok. Ganhou 95 novos seguidores mas 23 pararam de seguir. Quantos seguidores tem agora?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_xkb7fa_1757769156192,"Beatriz empacotou 96 doces em caixas de 8 doces cada. Vendeu 7 caixas completas. Quantas caixas ainda possui?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_toys_pfvbip_1757769156192,"João tem 60 carros de brinquedo. Ele deu metade para seu irmão. Quantos carros João deu?",matematica,toys,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_home_d7g3dh_1757769156192,"Sofia fez 80 brigadeiros para festa. Vendeu três quartos da quantidade. Quantos brigadeiros ela vendeu?",matematica,home,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_mzqigi_1757769156193,"Lucas joga videogame 4 horas por dia. Se reduzir um terço desse tempo, quantas horas jogará?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_c0fsci_1757769156193,"Ana tinha 90 adesivos. Usou dois quintos para decorar o caderno. Quantos adesivos ela usou?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_toys_jhmlpm_1757769156193,"Pedro economizou 120 reais. Gastou um quarto com jogos e outro quarto com lanche. Quanto dinheiro sobrou?",matematica,toys,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_tp86g7_1757769156193,"Se 3 pacotes de cartas custam 45 reais, quanto custam 7 pacotes?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_p2zuq8_1757769156193,"Marina lê 25 páginas em 5 dias. Mantendo esse ritmo, quantas páginas lerá em 12 dias?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_toys_et03c0_1757769156193,"Diego fez 24 gols em 6 jogos. Se continuar nesse desempenho, quantos gols fará em 15 jogos?",matematica,toys,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_hs4wtr_1757769156193,"Se 8 crianças comem 32 doces, quantos doces comerão 12 crianças?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_htxtfo_1757769156194,"Júlia economiza 15 reais em 3 semanas. Em quantas semanas economizará 60 reais?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_5eed54_1757769156194,"Gustavo tinha 200 seguidores. Se ganhou 50% a mais, quantos seguidores tem agora?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_g8671g_1757769156194,"Sofia comprou uma mochila de 80 reais com 25% de desconto. Quanto ela pagou?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_nx3ki2_1757769156194,"Pedro acertou 75% de um teste com 40 questões. Quantas questões ele acertou?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_zet0od_1757769156194,"Ana comeu 30% de uma pizza de 8 pedaços. Quantos pedaços ela comeu?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_toys_th92h0_1757769156194,"Lucas tinha 120 moedas no jogo e perdeu 40% delas. Quantas moedas ele perdeu?",matematica,toys,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_dyddnx_1757769156194,"Beatriz estuda 2 horas e 45 minutos por dia. Quantos minutos ela estuda por semana?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_school_759pm5_1757769156194,"Diego percorre 1,8 km para ir à escola. Indo e voltando 5 vezes por semana, quantos km percorre?",matematica,school,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_toys_mdkr8k_1757769156194,"Marina começou a jogar às 14h30 e parou às 17h15. Por quanto tempo ela jogou?",matematica,toys,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_ojjdqx_1757769156194,"João assiste vídeos de 12 minutos cada. Se assistiu por 1 hora e 36 minutos, quantos vídeos viu?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_d76r0n_1757769156194,"Sofia dorme 8 horas e 20 minutos por noite durante uma semana. Quantas horas dormiu no total?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_rbn1bb_1757769156194,"Carlos tem o triplo de cartas que Bruno. Juntos têm 180 cartas. Quantas cartas Carlos possui?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_tqy0u3_1757769156194,"Ana e Júlia colecionam adesivos. Ana tem 15 a mais que Júlia. Se Ana der 8 adesivos para Júlia, quem terá mais?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_k28ouq_1757769156194,"Pedro tinha algumas moedas. Gastou metade, depois ganhou 20, ficando com 35. Quantas moedas tinha inicialmente?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_8yvzsn_1757769156194,"Marina organizou seus livros: 1/3 são de aventura, 1/4 são de mistério, o resto são romances. Se tem 60 livros, quantos são romances?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_1ypk6n_1757769156194,"Diego fez um teste com questões valendo 2, 3 e 5 pontos. Acertou 4 de 2 pontos, 3 de 3 pontos e 2 de 5 pontos. Qual sua pontuação total?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_toys_sc7eve_1757769156194,"Sofia comprou 4 jogos: o primeiro custou 25 reais, o segundo 30% a mais que o primeiro, o terceiro metade do segundo, o quarto o dobro do terceiro. Quanto gastou no total?",matematica,toys,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_vehicles_3b2lne_1757769156194,"Lucas organizou torneio com 64 jogadores. A cada rodada elimina-se metade. Após quantas rodadas restará apenas 1 campeão?",matematica,vehicles,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_ptzy3a_1757769156194,"Ana investiu 200 reais. No 1º mês rendeu 10%, no 2º mês perdeu 5% do total. Quanto tem agora?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_ky8wkz_1757769156194,"Pedro comprou ações de uma empresa por 150 reais. O valor subiu 20%, depois caiu 15%. Qual o valor atual?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_wq97ji_1757769156194,"Beatriz tem uma coleção que cresce 25% a cada mês. Começou com 40 itens. Quantos terá após 3 meses?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_school_w6muk2_1757769156194,"Uma escola tem 480 alunos. 40% são meninas, e dessas, 25% praticam esportes. Quantas meninas praticam esportes?",matematica,school,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_vehicles_a9txr0_1757769156194,"Carlos economiza R$ 50 por mês durante um ano. No final, gasta 60% do total numa bike. Quanto sobrou?",matematica,vehicles,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_shopping_exlrrn_1757769156194,"Marina faz bolos para vender. Cada bolo usa 3 ovos e rende R$ 15 de lucro. Se ela tem 84 ovos, qual será seu lucro total?",matematica,shopping,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_toys_d9enl1_1757769156194,"Diego tem 3 vezes mais jogos que Felipe, e Felipe tem 12 jogos a mais que Bruno. Se Bruno tem 18 jogos, quantos jogos Diego possui?",matematica,toys,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_k7cje1_1757769156194,"Uma receita para 4 pessoas usa 200g de farinha e 150ml de leite. Para fazer para 14 pessoas, quanto precisarei de cada ingrediente?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_52pijr_1757769156194,"Lucas comprou 3 skins no Roblox por 50 moedas cada uma, depois vendeu 1 skin por 45 moedas. Quantas moedas ele gastou no total?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_home_4tyciy_1757769156194,"Sofia construiu 4 casas no Minecraft, cada uma com 12 blocos. Depois destruiu 2 casas completas. Quantos blocos sobraram?",matematica,home,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_shbu71_1757769156194,"Pedro assistiu o Diário do Bananinha por 5 dias, 3 episódios por dia. No 6º dia assistiu mais 4 episódios. Quantos episódios assistiu no total?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_3wi2d_1757769156194,"Ana empinou pipas por 3 semanas. Na primeira semana empinou 8 pipas, na segunda 12, na terceira perdeu metade das que tinha empinado. Quantas pipas perdeu?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_jkg4t8_1757769156194,"Ricardo coleciona 150 cartas Pokémon em 6 pacotes iguais, depois doa 2 pacotes completos para amigos. Quantas cartas ficaram com ele?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_htjgiu_1757769156194,"Guilherme tinha 200 seguidores no TikTok. No primeiro mês ganhou metade a mais, no segundo mês perdeu metade dos que tinha. Quantos seguidores tem agora?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_home_hcbzsk_1757769156194,"Beatriz comprou tênis com desconto. O preço era 120 reais, mas pagou apenas três quartos do valor. Quanto pagou?",matematica,home,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_hppvft_1757769156194,"Carlos joga Minecraft 8 horas por semana. Se ele reduzir pela metade, quantas horas jogará em 4 semanas?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_home_8xo1qq_1757769156194,"Laura tinha 80 doces e comeu um quarto no primeiro dia, um quarto no segundo dia. Quantos doces sobraram?",matematica,home,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_jmk6os_1757769156194,"Diego construiu uma torre de 60 blocos no Minecraft. Se cada andar tem um quinto dos blocos totais, quantos andares tem a torre?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_6oz6ix_1757769156194,"Valentina joga Roblox 2 horas e 30 minutos por dia. Em quantos minutos ela joga em uma semana completa?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_fbgqy4_1757769156195,"João dorme 9 horas por noite. Se ele for dormir às 22h30, a que horas vai acordar?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_school_zewzlu_1757769156195,"Marina percorre 1,5 km para ir à escola. Se ela vai e volta 5 vezes por semana, quantos quilômetros percorre?",matematica,school,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_vboh8o_1757769156195,"Thiago assistiu 4 filmes, cada um com 1 hora e 45 minutos. Quantas horas assistiu no total?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_94gdp2_1757769156195,"Isabel empina pipa das 15h às 17h30 todos os sábados por 4 semanas. Quantas horas empinou no total?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_5o2jj_1757769156195,"Gabriel tem o dobro de moedas no Roblox que Ana. Se juntos têm 180 moedas, quantas moedas Gabriel possui?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_toys_fqhr1b_1757769156195,"Sofia comprou 3 jogos por preços diferentes: o segundo custou 20 reais a mais que o primeiro, o terceiro custou metade do segundo. Se gastou 110 reais no total, quanto custou o primeiro jogo?",matematica,toys,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
